20240415|03|12|990000000012|MM10146000|C||146718046|전남71아8046|20240415090000|20240415100000|784|325000610|46001095|20240415094500|20240415094510|3251204|2710260|20240415095505|3250845|2709973|012|0|03|1|3600|580|1400
20240416|03|13|990000000013|MM10146000|C||146718015|전남71아8015|20240416070000|20240416080000|784|325000002|46711144|20240416070500|20240416070510|3250842|2710250|20240416071505|3250843|2709970|013|0|03|1|4595|605|1400
20240416|03|14|990000000014|MM10146000|C||146718015|전남71아8015|20240416070000|20240416080000|784|325000002|46711144|20240416071000|20240416071010|3250843|2710251|20240416072005|3250844|2709971|014|0|03|1|4830|590|1400
20240416|03|15|990000000015|MM10146000|C||146718015|전남71아8015|20240416070000|20240416080000|784|325000002|46711144|20240416071500|20240416071510|3250844|2710252|20240416072505|3250847|2709972|015|0|03|1|6200|600|1400
20240416|03|16|990000000016|MM10146000|C||146718046|전남71아8046|20240416090000|20240416100000|784|325000610|46001095|20240416090500|20240416090510|3250845|2710253|20240416091505|3250848|2709973|016|0|03|2|7100|600|1400
20240416|03|17|990000000017|MM10146000|C||146718015|전남71아8015|20240416070000|20240416080000|784|325000002|46711144|20240416072500|20240416072510|3250847|2710254|20240416073505|3250848|2709973|017|0|03|1|6800|610|1400
20240416|03|18|990000000018|MM10146000|C||146718015|전남71아8015|20240416070000|20240416080000|784|325000002|46711144|20240416073500|20240416073510|3250848|2710255|20240416074505|3250913|2709974|018|0|03|1|7300|605|1400
20240416|03|19|990000000019|MM10146000|C||146718046|전남71아8046|20240416090000|20240416100000|784|325000610|46001095|20240416074500|20240416074510|3250875|2710256|20240416075505|3251188|2709975|019|0|03|1|5400|610|1400
20240416|03|20|990000000020|MM10146000|C||146718015|전남71아8015|20240416070000|20240416080000|784|325000002|46711144|20240416075500|20240416075510|3250913|2710257|20240416080505|3251189|2709976|020|0|03|1|3900|590|1400
20240416|03|21|990000000021|MM10146000|C||146718046|전남71아8046|20240416090000|20240416100000|784|325000610|46001095|20240416080500|20240416080510|3251188|2710258|20240416081505|3251204|2709977|021|0|03|1|8100|625|1400
20240416|03|22|990000000022|MM10146000|C||146718015|전남71아8015|20240416070000|20240416080000|784|325000002|46711144|20240416081500|20240416081510|3251189|2710259|20240416082505|3250842|2709970|022|0|03|1|4200|600|1400
20240416|03|23|990000000023|MM10146000|C||146718046|전남71아8046|20240416090000|20240416100000|784|325000610|46001095|20240416082500|20240416082510|3251204|2710260|20240416083505|3250845|2709973|023|0|03|1|3600|580|1400
20240416|03|24|990000000024|MM10146000|C||146718046|전남71아8046|20240416090000|20240416100000|784|325000610|46001095|20240416083500|20240416083510|999999999|9999999|20240416084505|3250842|2709970|024|0|03|1|3600|580|1400
20240420|03|25|990000000025|MM10146000|C||146718039|전남71아8039|20240420070000|20240420080000|784|325000002|46711144|20240420070500|20240420070510|3250842|2710250|20240420071505|3250843|2709970|025|0|03|2|4595|605|1400
20240420|03|26|990000000026|MM10146000|C||146718039|전남71아8039|20240420070000|20240420080000|784|325000002|46711144|20240420071500|20240420071510|3250843|2710251|20240420072505|3250844|2709971|026|0|03|1|5120|610|1400
20240420|03|27|990000000027|MM10146000|C||146718039|전남71아8039|20240420070000|20240420080000|784|325000002|46711144|20240420072500|20240420072510|3250844|2710252|20240420073505|3250847|2709972|027|0|03|1|4830|590|1400
20240420|03|28|990000000028|MM10146000|C||146718046|전남71아8046|20240420080000|20240420090000|784|325000610|46001095|20240420073500|20240420073510|3250845|2710253|20240420074505|3250848|2709973|028|0|03|2|6200|600|1400
20240420|03|29|990000000029|MM10146000|C||146718046|전남71아8046|20240420080000|20240420090000|784|325000610|46001095|20240420074500|20240420074510|3250847|2710254|20240420075505|3250848|2709973|029|0|03|1|7100|600|1400
20240420|03|30|990000000030|MM10146000|C||146718039|전남71아8039|20240420070000|20240420080000|784|325000002|46711144|20240420080500|20240420080510|3250848|2710255|20240420081505|3250913|2709974|030|0|03|2|6800|610|1400
20240420|03|31|990000000031|MM10146000|C||146718039|전남71아8039|20240420070000|20240420080000|784|325000002|46711144|20240420081500|20240420081510|3250875|2710256|20240420082505|3251188|2709975|031|0|03|1|7300|605|1400
20240420|03|32|990000000032|MM10146000|C||146718046|전남71아8046|20240420080000|20240420090000|784|325000610|46001095|20240420082500|20240420082510|3250913|2710257|20240420083505|3251189|2709976|032|0|03|1|5400|610|1400
20240420|03|33|990000000033|MM10146000|C||146718039|전남71아8039|20240420070000|20240420080000|784|325000002|46711144|20240420083500|20240420083510|3251188|2710258|20240420084505|3251204|2709977|033|0|03|1|3900|590|1400
20240420|03|34|990000000034|MM10146000|C||146718046|전남71아8046|20240420080000|20240420090000|784|325000610|46001095|20240420084500|20240420084510|3251189|2710259|20240420085505|3250842|2709970|034|0|03|1|8100|625|1400
20240420|03|35|990000000035|MM10146000|C||146718039|전남71아8039|20240420070000|20240420080000|784|325000002|46711144|20240420085500|20240420085510|3251204|2710260|20240420090505|3250845|2709973|035|0|03|2|3600|580|1400
20240420|03|36|990000000036|MM10146000|C||146718046|전남71아8046|20240420080000|20240420090000|784|325000610|46001095|20240420090500|20240420090510|3250842|2710250|20240420091505|3250843|2709970|036|0|03|1|4595|605|1400
20240421|03|37|990000000037|MM10146000|C||146718015|전남71아8015|20240421070000|20240421080000|784|325000002|46711144|20240421070500|20240421070510|3250842|2710250|20240421071505|3250843|2709970|037|0|03|1|4595|605|1400
20240421|03|38|990000000038|MM10146000|C||146718015|전남71아8015|20240421070000|20240421080000|784|325000002|46711144|20240421071500|20240421071510|3250843|2710251|20240421072505|3250844|2709971|038|0|03|1|5120|610|1400
20240421|03|39|990000000039|MM10146000|C||146718015|전남71아8015|20240421070000|20240421080000|784|325000002|46711144|20240421072500|20240421072510|3250844|2710252|20240421073505|3250847|2709972|039|0|03|2|4830|590|1400
20240421|03|40|990000000040|MM10146000|C||146718046|전남71아8046|20240421080000|20240421090000|784|325000610|46001095|20240421073500|20240421073510|3250845|2710253|20240421074505|3250848|2709973|040|0|03|1|6200|600|1400
20240421|03|41|990000000041|MM10146000|C||146718046|전남71아8046|20240421080000|20240421090000|784|325000610|46001095|20240421074500|20240421074510|3250847|2710254|20240421075505|3250848|2709973|041|0|03|1|7100|600|1400
20240421|03|42|990000000042|MM10146000|C||146718015|전남71아8015|20240421070000|20240421080000|784|325000002|46711144|20240421080500|20240421080510|3250848|2710255|20240421081505|3250913|2709974|042|0|03|2|6800|610|1400
20240421|03|43|990000000043|MM10146000|C||146718015|전남71아8015|20240421070000|20240421080000|784|325000002|46711144|20240421081500|20240421081510|3250875|2710256|20240421082505|3251188|2709975|043|0|03|1|7300|605|1400
20240421|03|44|990000000044|MM10146000|C||146718046|전남71아8046|20240421080000|20240421090000|784|325000610|46001095|20240421082500|20240421082510|3250913|2710257|20240421083505|3251189|2709976|044|0|03|1|5400|610|1400
20240421|03|45|990000000045|MM10146000|C||146718015|전남71아8015|20240421070000|20240421080000|784|325000002|46711144|20240421083500|20240421083510|3251188|2710258|20240421084505|3251204|2709977|045|0|03|1|3900|590|1400
20240421|03|46|990000000046|MM10146000|C||146718046|전남71아8046|20240421080000|20240421090000|784|325000610|46001095|20240421084500|20240421084510|3251189|2710259|20240421085505|3250842|2709970|046|0|03|1|8100|625|1400
20240421|03|47|990000000047|MM10146000|C||146718015|전남71아8015|20240421070000|20240421080000|784|325000002|46711144|20240421085500|20240421085510|3251204|2710260|20240421090505|3250845|2709973|047|0|03|2|3600|580|1400
20240421|03|48|990000000048|MM10146000|C||146718046|전남71아8046|20240421080000|20240421090000|784|325000610|46001095|20240421090500|20240421090510|3250842|2710250|20240421091505|3250843|2709970|048|0|03|1|4595|605|1400
